文字,超連結
410. 分割数组的最大值,https://leetcode.cn/problems/split-array-largest-sum/
2064. 分配给商店的最多商品的最小值,https://leetcode.cn/problems/minimized-maximum-of-products-distributed-to-any-store/
1760. 袋子里最少数目的球,https://leetcode.cn/problems/minimum-limit-of-balls-in-a-bag/
1631. 最小体力消耗路径,https://leetcode.cn/problems/path-with-minimum-effort/
2439. 最小化数组中的最大值,https://leetcode.cn/problems/minimize-maximum-of-array/
2560. 打家劫舍 IV,https://leetcode.cn/problems/house-robber-iv/
778. 水位上升的泳池中游泳,https://leetcode.cn/problems/swim-in-rising-water/
2616. 最小化数对的最大差值,https://leetcode.cn/problems/minimize-the-maximum-difference-of-pairs/
3419. 图的最大边权的最小值,https://leetcode.cn/problems/minimize-the-maximum-edge-weight-of-graph/
2513. 最小化两个数组中的最大值,https://leetcode.cn/problems/minimize-the-maximum-of-two-arrays/
3399. 字符相同的最短子字符串 II,https://leetcode.cn/problems/smallest-substring-with-identical-characters-ii/
LCP 12. 小张刷题计划,https://leetcode.cn/problems/xiao-zhang-shua-ti-ji-hua/
774. 最小化去加油站的最大距离,https://leetcode.cn/problems/minimize-max-distance-to-gas-station/
3281. 范围内整数的最大得分,https://leetcode.cn/problems/maximize-score-of-numbers-in-ranges/
2517. 礼盒的最大甜蜜度,https://leetcode.cn/problems/maximum-tastiness-of-candy-basket/
1552. 两球之间的磁力,https://leetcode.cn/problems/magnetic-force-between-two-balls/
2812. 找出最安全路径,https://leetcode.cn/problems/find-the-safest-path-in-a-grid/
2528. 最大化城市的最小电量,https://leetcode.cn/problems/maximize-the-minimum-powered-city/
3449. 最大化游戏分数的最小值,https://leetcode.cn/problems/maximize-the-minimum-game-score/
3464. 正方形上的点之间的最大距离,https://leetcode.cn/problems/maximize-the-distance-between-points-on-a-square/
1102. 得分最高的路径,https://leetcode.cn/problems/path-with-maximum-minimum-value/
1231. 分享巧克力,https://leetcode.cn/problems/divide-chocolate/
668. 乘法表中第 K 小的数,https://leetcode.cn/problems/kth-smallest-number-in-multiplication-table/
378. 有序矩阵中第 K 小的元素,https://leetcode.cn/problems/kth-smallest-element-in-a-sorted-matrix/
719. 找出第 K 小的数对距离,https://leetcode.cn/problems/find-k-th-smallest-pair-distance/
878. 第 N 个神奇数字,https://leetcode.cn/problems/nth-magical-number/
1201. 丑数 III,https://leetcode.cn/problems/ugly-number-iii/
793. 阶乘函数后 K 个零,https://leetcode.cn/problems/preimage-size-of-factorial-zeroes-function/
373. 查找和最小的 K 对数字,https://leetcode.cn/problems/find-k-pairs-with-smallest-sums/
1439. 有序矩阵中的第 k 个最小数组和,https://leetcode.cn/problems/find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows/
786. 第 K 个最小的质数分数,https://leetcode.cn/problems/k-th-smallest-prime-fraction/
3116. 单面值组合的第 K 小金额,https://leetcode.cn/problems/kth-smallest-amount-with-single-denomination-combination/
3134. 找出唯一性数组的中位数,https://leetcode.cn/problems/find-the-median-of-the-uniqueness-array/
2040. 两个有序数组的第 K 小乘积,https://leetcode.cn/problems/kth-smallest-product-of-two-sorted-arrays/
2386. 找出数组的第 K 大和,https://leetcode.cn/problems/find-the-k-sum-of-an-array/
1508. 子数组和排序后的区间和,https://leetcode.cn/problems/range-sum-of-sorted-subarray-sums/
1918. 第 K 小的子数组和,https://leetcode.cn/problems/kth-smallest-subarray-sum/
69. x 的平方根,https://leetcode.cn/problems/sqrtx/
74. 搜索二维矩阵,https://leetcode.cn/problems/search-a-2d-matrix/
240. 搜索二维矩阵 II,https://leetcode.cn/problems/search-a-2d-matrix-ii/
2476. 二叉搜索树最近节点查询,https://leetcode.cn/problems/closest-nodes-queries-in-a-binary-search-tree/
278. 第一个错误的版本,https://leetcode.cn/problems/first-bad-version/
374. 猜数字大小,https://leetcode.cn/problems/guess-number-higher-or-lower/
162. 寻找峰值,https://leetcode.cn/problems/find-peak-element/
1901. 寻找峰值 II,https://leetcode.cn/problems/find-a-peak-element-ii/
852. 山脉数组的峰顶索引,https://leetcode.cn/problems/peak-index-in-a-mountain-array/
1095. 山脉数组中查找目标值,https://leetcode.cn/problems/find-in-mountain-array/
153. 寻找旋转排序数组中的最小值,https://leetcode.cn/problems/find-minimum-in-rotated-sorted-array/
154. 寻找旋转排序数组中的最小值 II,https://leetcode.cn/problems/find-minimum-in-rotated-sorted-array-ii/
33. 搜索旋转排序数组,https://leetcode.cn/problems/search-in-rotated-sorted-array/
81. 搜索旋转排序数组 II,https://leetcode.cn/problems/search-in-rotated-sorted-array-ii/
222. 完全二叉树的节点个数,https://leetcode.cn/problems/count-complete-tree-nodes/
1539. 第 k 个缺失的正整数,https://leetcode.cn/problems/kth-missing-positive-number/
540. 有序数组中的单一元素,https://leetcode.cn/problems/single-element-in-a-sorted-array/
4. 寻找两个正序数组的中位数,https://leetcode.cn/problems/median-of-two-sorted-arrays/
1064. 不动点,https://leetcode.cn/problems/fixed-point/
702. 搜索长度未知的有序数组,https://leetcode.cn/problems/search-in-a-sorted-array-of-unknown-size/
2936. 包含相等值数字块的数量,https://leetcode.cn/problems/number-of-equal-numbers-blocks/
1060. 有序数组中的缺失元素,https://leetcode.cn/problems/missing-element-in-sorted-array/
1198. 找出所有行中最小公共元素,https://leetcode.cn/problems/find-smallest-common-element-in-all-rows/
1428. 至少有一个 1 的最左端列,https://leetcode.cn/problems/leftmost-column-with-at-least-a-one/
1533. 找到最大整数的索引,https://leetcode.cn/problems/find-the-index-of-the-large-integer/
2387. 行排序矩阵的中位数,https://leetcode.cn/problems/median-of-a-row-wise-sorted-matrix/
302. 包含全部黑色像素的最小矩形,https://leetcode.cn/problems/smallest-rectangle-enclosing-black-pixels/
