文字,超連結
956. 最高的广告牌,https://leetcode.cn/problems/tallest-billboard/
2518. 好分区的数目,https://leetcode.cn/problems/number-of-great-partitions/
2742. 给墙壁刷油漆,https://leetcode.cn/problems/painting-the-walls/
3287. 求出数组中最大序列值,https://leetcode.cn/problems/find-the-maximum-sequence-value-of-array/
LCP 47. 入场安检,https://leetcode.cn/problems/oPs9Bm/
2291. 最大股票收益,https://leetcode.cn/problems/maximum-profit-from-trading-stocks/
2431. 最大限度地提高购买水果的口味,https://leetcode.cn/problems/maximize-total-tastiness-of-purchased-fruits/
322. 零钱兑换,https://leetcode.cn/problems/coin-change/
518. 零钱兑换 II,https://leetcode.cn/problems/coin-change-ii/
279. 完全平方数,https://leetcode.cn/problems/perfect-squares/
1449. 数位成本和为目标值的最大数字,https://leetcode.cn/problems/form-largest-integer-with-digits-that-add-up-to-target/
3183. 达到总和的方法数量,https://leetcode.cn/problems/the-number-of-ways-to-make-the-sum/
2585. 获得分数的方法数,https://leetcode.cn/problems/number-of-ways-to-earn-points/
3333. 找到初始输入字符串 II,https://leetcode.cn/problems/find-the-original-typed-string-ii/
2902. 和带限制的子多重集合的数目,https://leetcode.cn/problems/count-of-sub-multisets-with-bounded-sum/
3489. 零数组变换 IV,https://leetcode.cn/problems/zero-array-transformation-iv/
1155. 掷骰子等于目标和的方法数,https://leetcode.cn/problems/number-of-dice-rolls-with-target-sum/
1981. 最小化目标值与所选元素的差,https://leetcode.cn/problems/minimize-the-difference-between-target-and-chosen-elements/
2218. 从栈中取出 K 个硬币的最大面值和,https://leetcode.cn/problems/maximum-value-of-k-coins-from-piles/
1143. 最长公共子序列,https://leetcode.cn/problems/longest-common-subsequence/
583. 两个字符串的删除操作,https://leetcode.cn/problems/delete-operation-for-two-strings/
712. 两个字符串的最小 ASCII 删除和,https://leetcode.cn/problems/minimum-ascii-delete-sum-for-two-strings/
72. 编辑距离,https://leetcode.cn/problems/edit-distance/
1035. 不相交的线,https://leetcode.cn/problems/uncrossed-lines/
1458. 两个子序列的最大点积,https://leetcode.cn/problems/max-dot-product-of-two-subsequences/
718. 最长重复子数组,https://leetcode.cn/problems/maximum-length-of-repeated-subarray/
3290. 最高乘法得分,https://leetcode.cn/problems/maximum-multiplication-score/
115. 不同的子序列,https://leetcode.cn/problems/distinct-subsequences/
3316. 从原字符串里进行删除操作的最多次数,https://leetcode.cn/problems/find-maximum-removals-from-source-string/
1639. 通过给定词典构造目标字符串的方案数,https://leetcode.cn/problems/number-of-ways-to-form-a-target-string-given-a-dictionary/
97. 交错字符串,https://leetcode.cn/problems/interleaving-string/
1092. 最短公共超序列,https://leetcode.cn/problems/shortest-common-supersequence/
44. 通配符匹配,https://leetcode.cn/problems/wildcard-matching/
10. 正则表达式匹配,https://leetcode.cn/problems/regular-expression-matching/
300. 最长递增子序列,https://leetcode.cn/problems/longest-increasing-subsequence/
2826. 将三个组排序,https://leetcode.cn/problems/sorting-three-groups/
1671. 得到山形数组的最少删除次数,https://leetcode.cn/problems/minimum-number-of-removals-to-make-mountain-array/
1964. 找出到每个位置为止最长的有效障碍赛跑路线,https://leetcode.cn/problems/find-the-longest-valid-obstacle-course-at-each-position/
2111. 使数组 K 递增的最少操作次数,https://leetcode.cn/problems/minimum-operations-to-make-the-array-k-increasing/
1626. 无矛盾的最佳球队,https://leetcode.cn/problems/best-team-with-no-conflicts/
673. 最长递增子序列的个数,https://leetcode.cn/problems/number-of-longest-increasing-subsequence/
354. 俄罗斯套娃信封问题,https://leetcode.cn/problems/russian-doll-envelopes/
1691. 堆叠长方体的最大高度,https://leetcode.cn/problems/maximum-height-by-stacking-cuboids/
960. 删列造序 III,https://leetcode.cn/problems/delete-columns-to-make-sorted-iii/
2407. 最长递增子序列 II,https://leetcode.cn/problems/longest-increasing-subsequence-ii/
1187. 使数组严格递增,https://leetcode.cn/problems/make-array-strictly-increasing/
1713. 得到子序列的最少操作次数,https://leetcode.cn/problems/minimum-operations-to-make-a-subsequence/
3288. 最长上升路径的长度,https://leetcode.cn/problems/length-of-the-longest-increasing-path/
368. 最大整除子集,https://leetcode.cn/problems/largest-divisible-subset/
2369. 检查数组是否存在有效划分,https://leetcode.cn/problems/check-if-there-is-a-valid-partition-for-the-array/
139. 单词拆分,https://leetcode.cn/problems/word-break/
132. 分割回文串 II,https://leetcode.cn/problems/palindrome-partitioning-ii/
2707. 字符串中的额外字符,https://leetcode.cn/problems/extra-characters-in-a-string/
3196. 最大化子数组的总成本,https://leetcode.cn/problems/maximize-total-cost-of-alternating-subarrays/
2767. 将字符串分割为最少的美丽子字符串,https://leetcode.cn/problems/partition-string-into-minimum-beautiful-substrings/
91. 解码方法,https://leetcode.cn/problems/decode-ways/
639. 解码方法 II,https://leetcode.cn/problems/decode-ways-ii/
LCR 165. 解密数字,https://leetcode.cn/problems/ba-shu-zi-fan-yi-cheng-zi-fu-chuan-lcof/
1043. 分隔数组以得到最大和,https://leetcode.cn/problems/partition-array-for-maximum-sum/
3144. 分割字符频率相等的最少子字符串,https://leetcode.cn/problems/minimum-substring-partition-of-equal-character-frequency/
1416. 恢复数组,https://leetcode.cn/problems/restore-the-array/
2472. 不重叠回文子字符串的最大数目,https://leetcode.cn/problems/maximum-number-of-non-overlapping-palindrome-substrings/
1105. 填充书架,https://leetcode.cn/problems/filling-bookcase-shelves/
2547. 拆分数组的最小代价,https://leetcode.cn/problems/minimum-cost-to-split-an-array/
2430. 对字母串可执行的最大删除数,https://leetcode.cn/problems/maximum-deletions-on-a-string/
2463. 最小移动总距离,https://leetcode.cn/problems/minimum-total-distance-traveled/
2977. 转换字符串的最小成本 II,https://leetcode.cn/problems/minimum-cost-to-convert-string-ii/
3500. 将数组分割为子数组的最小代价,https://leetcode.cn/problems/minimum-cost-to-divide-array-into-subarrays/
3441. 变成好标题的最少代价,https://leetcode.cn/problems/minimum-cost-good-caption/
2052. 将句子分隔成行的最低成本,https://leetcode.cn/problems/minimum-cost-to-separate-sentence-into-rows/
2464. 有效分割中的最少子数组数目,https://leetcode.cn/problems/minimum-subarrays-in-a-valid-split/
813. 最大平均值和的分组,https://leetcode.cn/problems/largest-sum-of-averages/
410. 分割数组的最大值,https://leetcode.cn/problems/split-array-largest-sum/
1278. 分割回文串 III,https://leetcode.cn/problems/palindrome-partitioning-iii/
1745. 分割回文串 IV,https://leetcode.cn/problems/palindrome-partitioning-iv/
1335. 工作计划的最低难度,https://leetcode.cn/problems/minimum-difficulty-of-a-job-schedule/
1473. 粉刷房子 III,https://leetcode.cn/problems/paint-house-iii/
2209. 用地毯覆盖后的最少白色砖块,https://leetcode.cn/problems/minimum-white-tiles-after-covering-with-carpets/
1478. 安排邮筒,https://leetcode.cn/problems/allocate-mailboxes/
3473. 长度至少为 M 的 K 个子数组之和,https://leetcode.cn/problems/sum-of-k-subarrays-with-length-at-least-m/
1959. K 次调整数组大小浪费的最小总空间,https://leetcode.cn/problems/minimum-total-space-wasted-with-k-resizing-operations/
2478. 完美分割的方案数,https://leetcode.cn/problems/number-of-beautiful-partitions/
3505. 使 K 个子数组内元素相等的最少操作数,https://leetcode.cn/problems/minimum-operations-to-make-elements-within-k-subarrays-equal/
3077. K 个不相交子数组的最大能量值,https://leetcode.cn/problems/maximum-strength-of-k-disjoint-subarrays/
2911. 得到 K 个半回文串的最少修改次数,https://leetcode.cn/problems/minimum-changes-to-make-k-semi-palindromes/
3117. 划分数组得到最小的值之和,https://leetcode.cn/problems/minimum-sum-of-values-by-dividing-array/
121. 买卖股票的最佳时机,https://leetcode.cn/problems/best-time-to-buy-and-sell-stock/
122. 买卖股票的最佳时机 II,https://leetcode.cn/problems/best-time-to-buy-and-sell-stock-ii/
123. 买卖股票的最佳时机 III,https://leetcode.cn/problems/best-time-to-buy-and-sell-stock-iii/
188. 买卖股票的最佳时机 IV,https://leetcode.cn/problems/best-time-to-buy-and-sell-stock-iv/
309. 买卖股票的最佳时机含冷冻期,https://leetcode.cn/problems/best-time-to-buy-and-sell-stock-with-cooldown/
714. 买卖股票的最佳时机含手续费,https://leetcode.cn/problems/best-time-to-buy-and-sell-stock-with-transaction-fee/
3259. 超级饮料的最大强化能量,https://leetcode.cn/problems/maximum-energy-boost-from-two-drinks/
2708. 一个小组的最大实力值,https://leetcode.cn/problems/maximum-strength-of-a-group/
1567. 乘积为正数的最长子数组长度,https://leetcode.cn/problems/maximum-length-of-subarray-with-positive-product/
2786. 访问数组中的位置使分数最大,https://leetcode.cn/problems/visit-array-positions-to-maximize-score/
1911. 最大交替子序列和,https://leetcode.cn/problems/maximum-alternating-subsequence-sum/
376. 摆动序列,https://leetcode.cn/problems/wiggle-subsequence/
3466. 最大硬币收集量,https://leetcode.cn/problems/maximum-coin-collection/
2771. 构造最长非递减子数组,https://leetcode.cn/problems/longest-non-decreasing-subarray-from-two-arrays/
1186. 删除一次得到子数组最大和,https://leetcode.cn/problems/maximum-subarray-sum-with-one-deletion/
1594. 矩阵的最大非负积,https://leetcode.cn/problems/maximum-non-negative-product-in-a-matrix/
3196. 最大化子数组的总成本,https://leetcode.cn/problems/maximize-total-cost-of-alternating-subarrays/
935. 骑士拨号器,https://leetcode.cn/problems/knight-dialer/
1537. 最大得分,https://leetcode.cn/problems/get-the-maximum-score/
2919. 使数组变美的最小增量运算数,https://leetcode.cn/problems/minimum-increment-operations-to-make-array-beautiful/
801. 使序列递增的最小交换次数,https://leetcode.cn/problems/minimum-swaps-to-make-sequences-increasing/
3434. 子数组操作后的最大频率,https://leetcode.cn/problems/maximum-frequency-after-subarray-operation/
1955. 统计特殊子序列的数目,https://leetcode.cn/problems/count-number-of-special-subsequences/
3068. 最大节点价值之和,https://leetcode.cn/problems/find-the-maximum-sum-of-node-values/
2272. 最大波动的子字符串,https://leetcode.cn/problems/substring-with-largest-variance/
LCP 19. 秋叶收藏集,https://leetcode.cn/problems/UlBDOe/
276. 栅栏涂色,https://leetcode.cn/problems/paint-fence/
1746. 经过一次操作后的最大子数组和,https://leetcode.cn/problems/maximum-subarray-sum-after-one-operation/
2036. 最大交替子数组和,https://leetcode.cn/problems/maximum-alternating-subarray-sum/
2361. 乘坐火车路线的最少费用,https://leetcode.cn/problems/minimum-costs-using-the-train-line/
3269. 构建两个递增数组,https://leetcode.cn/problems/constructing-two-increasing-arrays/
2944. 购买水果需要的最少金币数,https://leetcode.cn/problems/minimum-number-of-coins-for-fruits/
2140. 解决智力问题,https://leetcode.cn/problems/solving-questions-with-brainpower/
983. 最低票价,https://leetcode.cn/problems/minimum-cost-for-tickets/
2901. 最长相邻不相等子序列 II,https://leetcode.cn/problems/longest-unequal-adjacent-groups-subsequence-ii/
871. 最低加油次数,https://leetcode.cn/problems/minimum-number-of-refueling-stops/
2896. 执行操作使两个字符串相等,https://leetcode.cn/problems/apply-operations-to-make-two-strings-equal/
2167. 移除所有载有违禁货物车厢所需的最少时间,https://leetcode.cn/problems/minimum-time-to-remove-all-cars-containing-illegal-goods/
2188. 完成比赛的最少时间,https://leetcode.cn/problems/minimum-time-to-finish-the-race/
3389. 使字符频率相等的最少操作次数,https://leetcode.cn/problems/minimum-operations-to-make-character-frequencies-equal/
3464. 正方形上的点之间的最大距离,https://leetcode.cn/problems/maximize-the-distance-between-points-on-a-square/
3205. 最大数组跳跃得分 I,https://leetcode.cn/problems/maximum-array-hopping-score-i/
1259. 不相交的握手,https://leetcode.cn/problems/handshakes-that-dont-cross/
2830. 销售利润最大化,https://leetcode.cn/problems/maximize-the-profit-as-the-salesman/
2008. 出租车的最大盈利,https://leetcode.cn/problems/maximum-earnings-from-taxi/
2054. 两个最好的不重叠活动,https://leetcode.cn/problems/two-best-non-overlapping-events/
1235. 规划兼职工作,https://leetcode.cn/problems/maximum-profit-in-job-scheduling/
1751. 最多可以参加的会议数目 II,https://leetcode.cn/problems/maximum-number-of-events-that-can-be-attended-ii/
3414. 不重叠区间的最大得分,https://leetcode.cn/problems/maximum-score-of-non-overlapping-intervals/
53. 最大子数组和,https://leetcode.cn/problems/maximum-subarray/
152. 乘积最大子数组,https://leetcode.cn/problems/maximum-product-subarray/
3524. 求出数组的 X 值 I,https://leetcode.cn/problems/find-x-value-of-array-i/
3448. 统计可以被最后一个数位整除的子字符串数目,https://leetcode.cn/problems/count-substrings-divisible-by-last-digit/
2501. 数组中最长的方波,https://leetcode.cn/problems/longest-square-streak-in-an-array/
1218. 最长定差子序列,https://leetcode.cn/problems/longest-arithmetic-subsequence-of-given-difference/
2826. 将三个组排序,https://leetcode.cn/problems/sorting-three-groups/
1027. 最长等差数列,https://leetcode.cn/problems/longest-arithmetic-subsequence/
873. 最长的斐波那契子序列的长度,https://leetcode.cn/problems/length-of-longest-fibonacci-subsequence/
3202. 找出有效子序列的最大长度 II,https://leetcode.cn/problems/find-the-maximum-length-of-valid-subsequence-ii/
446. 等差数列划分 II - 子序列,https://leetcode.cn/problems/arithmetic-slices-ii-subsequence/
3351. 好子序列的元素之和,https://leetcode.cn/problems/sum-of-good-subsequences/
3041. 修改数组后最大化数组中的连续元素数目,https://leetcode.cn/problems/maximize-consecutive-elements-in-an-array-after-modification/
3409. 最长相邻绝对差递减子序列,https://leetcode.cn/problems/longest-subsequence-with-decreasing-adjacent-difference/
3098. 求出所有子序列的能量和,https://leetcode.cn/problems/find-the-sum-of-subsequence-powers/
1048. 最长字符串链,https://leetcode.cn/problems/longest-string-chain/
3148. 矩阵中的最大得分,https://leetcode.cn/problems/maximum-difference-score-in-a-grid/
221. 最大正方形,https://leetcode.cn/problems/maximal-square/
1277. 统计全为 1 的正方形子矩阵,https://leetcode.cn/problems/count-square-submatrices-with-all-ones/
2088. 统计农场中肥沃金字塔的数目,https://leetcode.cn/problems/count-fertile-pyramids-in-a-land/
3197. 包含所有 1 的最小矩形面积 II,https://leetcode.cn/problems/find-the-minimum-area-to-cover-all-ones-ii/
2222. 选择建筑的方案数,https://leetcode.cn/problems/number-of-ways-to-select-buildings/
2826. 将三个组排序,https://leetcode.cn/problems/sorting-three-groups/
2400. 恰好移动 k 步到达某一位置的方法数目,https://leetcode.cn/problems/number-of-ways-to-reach-a-position-after-exactly-k-steps/
1262. 可被三整除的最大和,https://leetcode.cn/problems/greatest-sum-divisible-by-three/
3332. 旅客可以得到的最多点数,https://leetcode.cn/problems/maximum-points-tourist-can-earn/
2370. 最长理想子序列,https://leetcode.cn/problems/longest-ideal-subsequence/
3176. 求出最长好子序列 I,https://leetcode.cn/problems/find-the-maximum-length-of-a-good-subsequence-i/
1269. 停在原地的方案数,https://leetcode.cn/problems/number-of-ways-to-stay-in-the-same-place-after-some-steps/
3250. 单调数组对的数目 I,https://leetcode.cn/problems/find-the-count-of-monotonic-pairs-i/
3218. 切蛋糕的最小总开销 I,https://leetcode.cn/problems/minimum-cost-for-cutting-cake-i/
3122. 使矩阵满足条件的最少操作次数,https://leetcode.cn/problems/minimum-number-of-operations-to-satisfy-conditions/
576. 出界的路径数,https://leetcode.cn/problems/out-of-boundary-paths/
403. 青蛙过河,https://leetcode.cn/problems/frog-jump/
1223. 掷骰子模拟,https://leetcode.cn/problems/dice-roll-simulation/
1320. 二指输入的的最小距离,https://leetcode.cn/problems/minimum-distance-to-type-a-word-using-two-fingers/
3366. 最小数组和,https://leetcode.cn/problems/minimum-array-sum/
1575. 统计所有可行路径,https://leetcode.cn/problems/count-all-possible-routes/
3154. 到达第 K 级台阶的方案数,https://leetcode.cn/problems/find-number-of-ways-to-reach-the-k-th-stair/
2318. 不同骰子序列的数目,https://leetcode.cn/problems/number-of-distinct-roll-sequences/
3469. 移除所有数组元素的最小代价,https://leetcode.cn/problems/find-minimum-cost-to-remove-array-elements/
1444. 切披萨的方案数,https://leetcode.cn/problems/number-of-ways-of-cutting-a-pizza/
3320. 统计能获胜的出招序列数,https://leetcode.cn/problems/count-the-number-of-winning-sequences/
3429. 粉刷房子 IV,https://leetcode.cn/problems/paint-house-iv/
1420. 生成数组,https://leetcode.cn/problems/build-array-where-you-can-find-the-maximum-exactly-k-comparisons/
3193. 统计逆序对的数目,https://leetcode.cn/problems/count-the-number-of-inversions/
1079. 活字印刷,https://leetcode.cn/problems/letter-tile-possibilities/
1866. 恰有 K 根木棍可以看到的排列数目,https://leetcode.cn/problems/number-of-ways-to-rearrange-sticks-with-k-sticks-visible/
2312. 卖木头块,https://leetcode.cn/problems/selling-pieces-of-wood/
3177. 求出最长好子序列 II,https://leetcode.cn/problems/find-the-maximum-length-of-a-good-subsequence-ii/
1884. 鸡蛋掉落-两枚鸡蛋,https://leetcode.cn/problems/egg-drop-with-2-eggs-and-n-floors/
887. 鸡蛋掉落,https://leetcode.cn/problems/super-egg-drop/
514. 自由之路,https://leetcode.cn/problems/freedom-trail/
3336. 最大公约数相等的子序列数量,https://leetcode.cn/problems/find-the-number-of-subsequences-with-equal-gcd/
1388. 3n 块披萨,https://leetcode.cn/problems/pizza-with-3n-slices/
1900. 最佳运动员的比拼回合,https://leetcode.cn/problems/the-earliest-and-latest-rounds-where-players-compete/
1883. 准时抵达会议现场的最小跳过休息次数,https://leetcode.cn/problems/minimum-skips-to-arrive-at-meeting-on-time/
3343. 统计平衡排列的数目,https://leetcode.cn/problems/count-number-of-balanced-permutations/
3441. 变成好标题的最少代价,https://leetcode.cn/problems/minimum-cost-good-caption/
3225. 网格图操作后的最大分数,https://leetcode.cn/problems/maximum-score-from-grid-operations/
LCP 57. 打地鼠,https://leetcode.cn/problems/ZbAuEH/
256. 粉刷房子,https://leetcode.cn/problems/paint-house/
265. 粉刷房子 II,https://leetcode.cn/problems/paint-house-ii/
3339. 查找 K 偶数数组的数量,https://leetcode.cn/problems/find-the-number-of-k-even-arrays/
568. 最大休假天数,https://leetcode.cn/problems/maximum-vacation-days/
1692. 计算分配糖果的不同方式,https://leetcode.cn/problems/count-ways-to-distribute-candies/
2143. 在两个数组的区间中选取数字,https://leetcode.cn/problems/choose-numbers-from-two-arrays-in-range/
3269. 构建两个递增数组,https://leetcode.cn/problems/constructing-two-increasing-arrays/
516. 最长回文子序列,https://leetcode.cn/problems/longest-palindromic-subsequence/
730. 统计不同回文子序列,https://leetcode.cn/problems/count-different-palindromic-subsequences/
1312. 让字符串成为回文串的最少插入次数,https://leetcode.cn/problems/minimum-insertion-steps-to-make-a-string-palindrome/
3472. 至多 K 次操作后的最长回文子序列,https://leetcode.cn/problems/longest-palindromic-subsequence-after-at-most-k-operations/
1771. 由子序列构造的最长回文串的长度,https://leetcode.cn/problems/maximize-palindrome-length-from-subsequences/
1682. 最长回文子序列 II,https://leetcode.cn/problems/longest-palindromic-subsequence-ii/
1216. 验证回文串 III,https://leetcode.cn/problems/valid-palindrome-iii/
1246. 删除回文子数组,https://leetcode.cn/problems/palindrome-removal/
5. 最长回文子串,https://leetcode.cn/problems/longest-palindromic-substring/
647. 回文子串,https://leetcode.cn/problems/palindromic-substrings/
3040. 相同分数的最大操作数目 II,https://leetcode.cn/problems/maximum-number-of-operations-with-the-same-score-ii/
375. 猜数字大小 II,https://leetcode.cn/problems/guess-number-higher-or-lower-ii/
1130. 叶值的最小代价生成树,https://leetcode.cn/problems/minimum-cost-tree-from-leaf-values/
96. 不同的二叉搜索树,https://leetcode.cn/problems/unique-binary-search-trees/
1770. 执行乘法运算的最大分数,https://leetcode.cn/problems/maximum-score-from-performing-multiplication-operations/
1547. 切棍子的最小成本,https://leetcode.cn/problems/minimum-cost-to-cut-a-stick/
1039. 多边形三角剖分的最低得分,https://leetcode.cn/problems/minimum-score-triangulation-of-polygon/solution/shi-pin-jiao-ni-yi-bu-bu-si-kao-dong-tai-aty6/
1000. 合并石头的最低成本,https://leetcode.cn/problems/minimum-cost-to-merge-stones/
2019. 解出数学表达式的学生分数,https://leetcode.cn/problems/the-score-of-students-solving-math-expression/
3277. 查询子数组最大异或值,https://leetcode.cn/problems/maximum-xor-score-subarray-queries/
87. 扰乱字符串,https://leetcode.cn/problems/scramble-string/
312. 戳气球,https://leetcode.cn/problems/burst-balloons/
664. 奇怪的打印机,https://leetcode.cn/problems/strange-printer/
546. 移除盒子,https://leetcode.cn/problems/remove-boxes/
471. 编码最短长度的字符串,https://leetcode.cn/problems/encode-string-with-shortest-length/
3018. 可处理的最大删除操作数 I,https://leetcode.cn/problems/maximum-number-of-removal-queries-that-can-be-processed-i/
教你一步步思考状压 DP：从记忆化搜索到递推,https://leetcode.cn/problems/beautiful-arrangement/solution/jiao-ni-yi-bu-bu-si-kao-zhuang-ya-dpcong-c6kd/
526. 优美的排列,https://leetcode.cn/problems/beautiful-arrangement/
3376. 破解锁的最少时间 I,https://leetcode.cn/problems/minimum-time-to-break-locks-i/
3533. 判断连接可整除性,https://leetcode.cn/problems/concatenated-divisibility/
1879. 两个数组最小的异或值之和,https://leetcode.cn/problems/minimum-xor-sum-of-two-arrays/
2850. 将石头分散到网格图的最少移动次数,https://leetcode.cn/problems/minimum-moves-to-spread-stones-over-grid/
1947. 最大兼容性评分和,https://leetcode.cn/problems/maximum-compatibility-score-sum/
1799. N 次操作后的最大分数和,https://leetcode.cn/problems/maximize-score-after-n-operations/
3530. 有向无环图中合法拓扑排序的最大利润,https://leetcode.cn/problems/maximum-profit-from-valid-topological-order-in-dag/
2172. 数组的最大与和,https://leetcode.cn/problems/maximum-and-sum-of-array/
2992. 自整除排列的数量,https://leetcode.cn/problems/number-of-self-divisible-permutations/
2403. 杀死所有怪物的最短时间,https://leetcode.cn/problems/minimum-time-to-kill-all-monsters/
1066. 校园自行车分配 II,https://leetcode.cn/problems/campus-bikes-ii/
996. 平方数组的数目,https://leetcode.cn/problems/number-of-squareful-arrays/
2741. 特别的排列,https://leetcode.cn/problems/special-permutations/
1681. 最小不兼容性,https://leetcode.cn/problems/minimum-incompatibility/
3283. 吃掉所有兵需要的最多移动次数,https://leetcode.cn/problems/maximum-number-of-moves-to-kill-all-pawns/
3149. 找出分数最低的排列,https://leetcode.cn/problems/find-the-minimum-cost-array-permutation/
943. 最短超级串,https://leetcode.cn/problems/find-the-shortest-superstring/
847. 访问所有节点的最短路径,https://leetcode.cn/problems/shortest-path-visiting-all-nodes/
LCP 13. 寻宝,https://leetcode.cn/problems/xun-bao/
2247. K 条高速公路的最大旅行费用,https://leetcode.cn/problems/maximum-cost-of-trip-with-k-highways/
2305. 公平分发饼干,https://leetcode.cn/problems/fair-distribution-of-cookies/
1986. 完成任务的最少工作时间段,https://leetcode.cn/problems/minimum-number-of-work-sessions-to-finish-the-tasks/
1723. 完成所有工作的最短时间,https://leetcode.cn/problems/find-minimum-time-to-finish-all-jobs/
1655. 分配重复整数,https://leetcode.cn/problems/distribute-repeating-integers/
3444. 使数组包含目标值倍数的最少增量,https://leetcode.cn/problems/minimum-increments-for-target-multiples-in-an-array/
1349. 参加考试的最大学生数,https://leetcode.cn/problems/maximum-students-taking-exam/
1681. 最小不兼容性,https://leetcode.cn/problems/minimum-incompatibility/
2572. 无平方子集计数,https://leetcode.cn/problems/count-the-number-of-square-free-subsets/
1994. 好子集的数目,https://leetcode.cn/problems/the-number-of-good-subsets/
1494. 并行课程 II,https://leetcode.cn/problems/parallel-courses-ii/
LCP 04. 覆盖,https://leetcode.cn/problems/broken-board-dominoes/
LCP 53. 守护太空城,https://leetcode.cn/problems/EJvmW4/
